tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,Activity,Activity_Label
0.27716646,0.000373913,-0.19484921,5,STANDING
0.29299646,-0.036745778,-0.11178184,5,STANDING
0.27655151,-0.028511944,-0.11044871,5,STANDING
0.27181835,-0.032274327,-0.11399384,5,STANDING
0.27522864,-0.010966263,-0.089999235,5,STANDING
0.27922246,-0.005794581,-0.092435811,5,STANDING
0.27689235,-0.018711343,-0.10972664,5,STANDING
0.27811558,-0.019845135,-0.11044713,5,STANDING
0.27474494,-0.013983291,-0.09644459,5,STANDING
0.27649115,-0.016938718,-0.11093219,5,STANDING
0.28295276,-0.018973421,-0.11228912,5,STANDING
0.27651584,-0.017765302,-0.099992007,5,STANDING
0.2743897,-0.016128408,-0.10930551,5,STANDING
0.27929258,-0.016721862,-0.11285117,5,STANDING
0.36020516,0.038647108,-0.11352706,5,STANDING
0.27572801,-0.035373836,-0.1541398,5,STANDING
0.2647964,-0.038581499,-0.11179041,5,STANDING
0.27283928,-0.022210733,-0.096266042,5,STANDING
0.28111299,-0.012680941,-0.10698747,5,STANDING
0.27692706,-0.003110355,-0.090486866,5,STANDING
0.27107355,-0.031401713,-0.11586696,5,STANDING
0.27333296,-0.043515414,-0.13850951,5,STANDING
0.27467843,-0.023187805,-0.12403796,5,STANDING
0.27201411,-0.025913587,-0.11102975,5,STANDING
0.27803411,-0.013923072,-0.093321584,5,STANDING
0.28424094,-0.011877427,-0.11971327,5,STANDING
0.27829309,-0.019793035,-0.12660535,5,STANDING
0.27945229,-0.010997722,-0.09745924,5,STANDING
0.27962805,-0.011582145,-0.093983565,5,STANDING
0.27670555,-0.014724508,-0.10968318,5,STANDING
0.27345928,-0.016847602,-0.10072496,5,STANDING
0.26344418,-0.065645275,-0.24360863,5,STANDING
0.28900773,-0.017464518,-0.15809939,5,STANDING
0.27113074,-0.016456477,-0.0276844,5,STANDING
0.27364359,-0.014748706,-0.033971174,5,STANDING
0.28017932,-0.025185183,-0.20425038,5,STANDING
0.27359044,-0.033009551,-0.24016325,5,STANDING
0.27641453,-0.011729616,-0.096476118,5,STANDING
0.28440209,-0.006711371,-0.071704616,5,STANDING
0.27718403,-0.02097566,-0.10371297,5,STANDING
0.27365043,-0.024122856,-0.12794044,5,STANDING
0.27997969,-0.009711126,-0.13053213,5,STANDING
0.28086229,-0.01536222,-0.12085138,5,STANDING
0.27732193,-0.016108109,-0.10222346,5,STANDING
0.27777046,-0.013457224,-0.098744901,5,STANDING
0.43612336,0.045743044,0.028879767,5,STANDING
0.25870172,-0.040692599,-0.120247,5,STANDING
0.25352527,-0.04073875,-0.14198371,5,STANDING
0.28934036,-0.011843075,-0.079017943,5,STANDING
0.2923133,-0.004602107,-0.093034876,5,STANDING
0.27154535,-0.014746565,-0.13788866,5,STANDING
0.26884497,-0.018161386,-0.12812602,5,STANDING
0.27297082,-0.019634377,-0.11348922,5,STANDING
0.27412305,-0.023316365,-0.1064734,5,STANDING
0.27477121,-0.018575965,-0.11865884,5,STANDING
0.27627268,-0.017158752,-0.11035806,5,STANDING
0.2778795,-0.017625695,-0.10843566,5,STANDING
0.26700955,-0.010571922,-0.12027379,5,STANDING
0.28291324,0.001660641,-0.10192337,5,STANDING
0.29060403,-0.002936766,-0.066214217,5,STANDING
0.28334095,-0.011380461,-0.08448692,5,STANDING
0.28231243,-0.002991422,-0.089906044,5,STANDING
0.28209486,-0.016279634,-0.091735954,5,STANDING
0.27282325,-0.029073792,-0.11731254,5,STANDING
0.2813639,-0.019028132,-0.088018972,5,STANDING
0.28278633,-0.029775559,-0.091009886,5,STANDING
0.27290311,-0.034876396,-0.13165704,5,STANDING
0.27720682,-0.015430554,-0.1079313,5,STANDING
0.27798524,-0.003840714,-0.1099061,5,STANDING
0.27365016,-0.007803404,-0.12055165,5,STANDING
0.27044485,-0.024627658,-0.12598841,5,STANDING
0.27494366,-0.020922147,-0.11844694,5,STANDING
0.27999379,-0.013350161,-0.11973055,5,STANDING
0.42168183,0.011997995,0.093854884,5,STANDING
0.28706532,-0.048631737,-0.092122796,5,STANDING
0.27952931,-0.012796308,-0.090655952,5,STANDING
0.27992585,-0.012222604,-0.10745621,5,STANDING
0.27051424,-0.019739378,-0.12970629,5,STANDING
0.27958343,-0.023685165,-0.093916032,5,STANDING
0.27853082,-0.020467656,-0.1063383,5,STANDING
0.27327857,-0.015989082,-0.12067019,5,STANDING
0.27950737,-0.026342768,-0.10428686,5,STANDING
0.27597743,-0.028618969,-0.12209327,5,STANDING
0.28022805,-0.013604485,-0.10103761,5,STANDING
0.27952681,-0.013698484,-0.1023,5,STANDING
0.26816504,-0.022356487,-0.12965193,5,STANDING
0.28961527,-0.045023156,-0.20865607,5,STANDING
0.27463559,-0.034492394,-0.15354071,5,STANDING
0.27535179,0.011248291,-0.048331213,5,STANDING
0.28473346,0.004815918,-0.067253422,5,STANDING
0.28253073,0.003071137,-0.10657981,5,STANDING
0.27413252,-0.025391521,-0.1227698,5,STANDING
0.27491854,-0.034139866,-0.1075134,5,STANDING
0.27309991,-0.019949401,-0.090430758,5,STANDING
0.27645863,-0.003150798,-0.090097674,5,STANDING
0.28302178,-0.013180363,-0.11604093,5,STANDING
0.27874975,-0.016410033,-0.11354665,5,STANDING
0.27338151,0.008162794,-0.07975094,5,STANDING
0.37108439,0.069089415,0.10316,5,STANDING
0.27968243,-0.032166619,-0.12945284,5,STANDING
0.27635025,-0.017171552,-0.1259735,5,STANDING
0.28385005,-0.01897313,-0.1244273,5,STANDING
0.27531781,-0.027379942,-0.12045987,5,STANDING
0.27269869,-0.018715684,-0.098815952,5,STANDING
0.28169837,-0.008418286,-0.10405913,5,STANDING
0.28146559,-0.010741741,-0.12650511,5,STANDING
0.27687725,-0.016044259,-0.10912687,5,STANDING
0.27761613,-0.009641293,-0.086616322,5,STANDING
0.27523061,-0.015475547,-0.088711056,5,STANDING
0.27653188,-0.016935779,-0.096237781,5,STANDING
0.27643397,-0.008598713,-0.10528745,5,STANDING
0.30065709,0.030198129,0.058008298,5,STANDING
0.27051319,-0.034788857,-0.10373268,5,STANDING
0.27474643,-0.037796896,-0.13497696,5,STANDING
0.27928444,-0.039923528,-0.12976211,5,STANDING
0.27683604,-0.008041767,-0.098639456,5,STANDING
0.27747325,-0.004650196,-0.090628797,5,STANDING
0.27674479,-0.021859596,-0.093965868,5,STANDING
0.27524866,-0.011497841,-0.094792493,5,STANDING
0.27797555,-0.016674087,-0.11031863,5,STANDING
0.27945458,-0.015247528,-0.11176224,5,STANDING
0.27735415,-0.01084381,-0.11384395,5,STANDING
0.27597747,-0.02050879,-0.11445202,5,STANDING
0.27829968,-0.019127957,-0.11391579,5,STANDING
0.31260451,0.041670599,-0.078216989,5,STANDING
0.27239791,-0.018953768,-0.10128869,5,STANDING
0.28019423,-0.018492742,-0.10464099,5,STANDING
0.28002521,-0.016467326,-0.099706904,5,STANDING
0.27897305,-0.015556267,-0.10381623,5,STANDING
0.27674272,-0.014950151,-0.1071413,5,STANDING
0.27666967,-0.018357824,-0.10606681,5,STANDING
0.27847526,-0.016676739,-0.10146136,5,STANDING
0.27672382,-0.015137753,-0.10855953,5,STANDING
0.28343981,0.025317184,0.095227872,5,STANDING
0.25684619,-0.046043575,-0.17668834,5,STANDING
0.28176109,-0.018095793,-0.13759826,5,STANDING
0.27718664,-0.022682687,-0.11838077,5,STANDING
0.27584576,-0.0179513,-0.10015508,5,STANDING
0.27726427,-0.015394575,-0.10304259,5,STANDING
0.27986791,-0.014616616,-0.10546753,5,STANDING
0.27694494,-0.016508655,-0.10720186,5,STANDING
0.27621366,-0.021643715,-0.12603957,5,STANDING
0.27665659,-0.0197367,-0.12044724,5,STANDING
0.27780382,-0.014410313,-0.098215917,5,STANDING
0.2793114,-0.015430176,-0.10758233,5,STANDING
0.27690193,-0.015680183,-0.10786515,5,STANDING
0.27612396,-0.017559202,-0.10743597,5,STANDING
0.27803496,-0.01747052,-0.10733291,5,STANDING
0.2766658,-0.015881651,-0.10371094,5,STANDING
0.24527246,-0.014790655,-0.50964494,5,STANDING
0.34659901,0.036388848,0.004174315,5,STANDING
0.28799501,-0.024978162,-0.091653013,5,STANDING
0.28474136,-0.01718498,-0.097969969,5,STANDING
0.28008026,-0.015520978,-0.09792507,5,STANDING
0.27479989,-0.01855847,-0.11154034,5,STANDING
0.28156463,-0.015812302,-0.098641793,5,STANDING
0.28342531,-0.016203385,-0.097128225,5,STANDING
0.28589321,-0.016980724,-0.093953622,5,STANDING
0.29745271,-0.010183004,-0.059043818,5,STANDING
0.27732183,-0.022631432,-0.10611859,5,STANDING
0.26157879,-0.029301916,-0.14739811,5,STANDING
0.27756883,-0.017125741,-0.10892996,5,STANDING
0.28063963,-0.01551884,-0.1023854,5,STANDING
0.27648259,-0.016651044,-0.10669702,5,STANDING
0.2778773,-0.017284606,-0.10973619,5,STANDING
0.2730386,-0.033769858,-0.10250193,5,STANDING
0.27267238,-0.014362153,-0.10529951,5,STANDING
0.27973943,-0.015035944,-0.10503654,5,STANDING
0.27794935,-0.010034447,-0.10083088,5,STANDING
0.2743814,-0.014031104,-0.10105394,5,STANDING
0.27149144,-0.031237372,-0.10393143,5,STANDING
0.28040727,-0.017603976,-0.11408518,5,STANDING
0.28545798,-0.006868706,-0.11721027,5,STANDING
0.27629411,-0.015165816,-0.10736296,5,STANDING
0.27413574,-0.023126162,-0.10521459,5,STANDING
0.27729439,-0.028173312,-0.11393146,5,STANDING
0.27178993,-0.044150853,-0.11839544,5,STANDING
0.28274276,-0.013752068,-0.11825184,5,STANDING
0.27747971,-0.018174873,-0.10881084,5,STANDING
0.27466686,-0.018175634,-0.10586665,5,STANDING
0.27922531,-0.015059776,-0.11235043,5,STANDING
0.28050369,-0.014820528,-0.1115434,5,STANDING
0.27694392,-0.023145806,-0.1101116,5,STANDING
0.27675871,-0.024655682,-0.10908932,5,STANDING
0.27610087,-0.010926191,-0.10338236,5,STANDING
0.27654044,-0.014060262,-0.10158827,5,STANDING
0.2807237,-0.018755979,-0.10849126,5,STANDING
0.27715407,-0.010614347,-0.10598089,5,STANDING
0.28183716,-0.008582557,-0.11347831,5,STANDING
0.27835449,-0.019952415,-0.10422378,5,STANDING
0.27750171,-0.017188026,-0.10662925,5,STANDING
0.27697249,-0.010629768,-0.11044885,5,STANDING
0.275962,-0.013997829,-0.10534305,5,STANDING
0.27879522,-0.01993287,-0.10899598,5,STANDING
0.27823854,-0.017135346,-0.11005476,5,STANDING
0.27870931,-0.014511313,-0.10871733,5,STANDING
0.27729094,-0.017167414,-0.10502417,5,STANDING
0.27488531,-0.018995401,-0.10593097,5,STANDING
0.27878256,-0.017419418,-0.11086688,5,STANDING
0.27933456,-0.015318797,-0.10853918,5,STANDING
0.29489521,0.019024346,-0.10280341,5,STANDING
0.26953872,-0.036694852,-0.12074428,5,STANDING
0.27840853,-0.018139951,-0.11446171,5,STANDING
0.27805704,-0.017165138,-0.11271625,5,STANDING
0.27789645,-0.018229618,-0.10865548,5,STANDING
0.27653115,-0.015147723,-0.10769051,5,STANDING
0.27825319,-0.015344693,-0.10690815,5,STANDING
0.27902457,-0.020639467,-0.11058524,5,STANDING
0.27665233,-0.021963703,-0.11801117,5,STANDING
0.27788615,-0.013002594,-0.1070094,5,STANDING
0.27750302,-0.010058504,-0.10413493,5,STANDING
0.27782874,-0.014463267,-0.1059776,5,STANDING
0.26762401,0.00644572,0.11262212,5,STANDING
0.23396049,-0.045209944,-0.20251077,5,STANDING
0.24313101,-0.036850657,-0.20394642,5,STANDING
0.2585716,-0.029575315,-0.12032291,5,STANDING
0.29470474,0.010146695,-0.091724532,5,STANDING
0.29458842,0.01136646,-0.095926099,5,STANDING
0.28569979,-0.020293522,-0.085520031,5,STANDING
0.28366971,-0.019715658,-0.090091148,5,STANDING
0.28496928,-0.009492896,-0.096337214,5,STANDING
0.28185139,-0.010409396,-0.10218584,5,STANDING
0.27477395,-0.01613964,-0.11382064,5,STANDING
0.27062401,-0.02204396,-0.1273985,5,STANDING
0.27652253,-0.019654993,-0.11008725,5,STANDING
0.27572396,-0.023846026,-0.10581793,5,STANDING
0.27328713,-0.022024119,-0.1147245,5,STANDING
0.27651657,-0.014757677,-0.11132654,5,STANDING
0.27910603,-0.016323381,-0.102761,5,STANDING
0.42009441,0.063371893,0.000237394,5,STANDING
0.26282518,-0.024069268,-0.12233768,5,STANDING
0.25818432,-0.026189355,-0.13420614,5,STANDING
0.28185941,-0.015415675,-0.10534672,5,STANDING
0.27491706,-0.018847932,-0.11450396,5,STANDING
0.26866146,-0.02419852,-0.11892449,5,STANDING
0.28146103,-0.016650309,-0.098694461,5,STANDING
0.28056698,-0.014459194,-0.10773573,5,STANDING
0.289717,-0.002778534,-0.096754054,5,STANDING
0.28817256,-0.008684233,-0.090096311,5,STANDING
0.26986927,-0.027443563,-0.11396141,5,STANDING
0.2744606,-0.01686782,-0.1179187,5,STANDING
0.27588106,-0.00961808,-0.12116622,5,STANDING
0.21802432,-0.056350462,-0.17446675,5,STANDING
0.26136131,-0.021121389,-0.12507651,5,STANDING
0.32268446,0.011776968,-0.041010042,5,STANDING
0.28164596,-0.017893728,-0.10433204,5,STANDING
0.27494189,-0.015406111,-0.11668723,5,STANDING
0.28775672,-0.010660798,-0.094300441,5,STANDING
0.28012993,-0.014955396,-0.10817117,5,STANDING
0.26847593,-0.024107208,-0.12432465,5,STANDING
0.27852488,-0.023262618,-0.10196218,5,STANDING
0.29154459,-0.016006493,-0.075315063,5,STANDING
0.26878973,-0.021045815,-0.1190297,5,STANDING
0.27327656,-0.014503724,-0.12125203,5,STANDING
0.28791717,-0.012885774,-0.095515374,5,STANDING
0.2717213,-0.022133828,-0.11231708,5,STANDING
0.27247381,-0.020010438,-0.11309502,5,STANDING
0.39064755,0.015100965,-0.020622041,5,STANDING
0.24591987,-0.031126627,-0.1429945,5,STANDING
0.31399785,0.001413566,-0.073250885,5,STANDING
0.31605285,-0.009011297,-0.063662351,5,STANDING
0.26554984,-0.028869473,-0.11862624,5,STANDING
0.26854972,-0.018267909,-0.11949073,5,STANDING
0.30276904,-0.007870538,-0.077249533,5,STANDING
0.28471054,-0.013661852,-0.099579334,5,STANDING
0.26501926,-0.022088622,-0.12782087,5,STANDING
0.26908585,-0.019658481,-0.11602272,5,STANDING
0.28175629,-0.008217471,-0.10814971,5,STANDING
0.29008539,-0.009374658,-0.098808017,5,STANDING
0.26897481,-0.022253397,-0.11445754,5,STANDING
0.26616299,-0.021819339,-0.11818084,5,STANDING
0.28219146,-0.017967961,-0.10000383,5,STANDING
0.28384366,-0.025630835,-0.13734109,5,STANDING
0.28699486,-0.015405687,-0.10486879,5,STANDING
0.27630714,-0.014842341,-0.10325403,5,STANDING
0.27921587,-0.012941642,-0.10948302,5,STANDING
0.27707234,-0.012053199,-0.10505181,5,STANDING
0.27573002,-0.02990399,-0.11623503,5,STANDING
0.27743978,-0.028085647,-0.11841168,5,STANDING
0.27894142,-0.00782915,-0.10088823,5,STANDING
0.27938938,-0.013103518,-0.10241459,5,STANDING
0.27675384,-0.021467228,-0.10714198,5,STANDING
0.276973,-0.019157099,-0.10850036,5,STANDING
0.28044614,-0.020139016,-0.11610948,5,STANDING
0.27604096,-0.01517228,-0.10764431,5,STANDING
0.34963844,0.07105058,0.02369111,5,STANDING
0.27023661,-0.034277246,-0.11431382,5,STANDING
0.27637002,-0.015855217,-0.1088031,5,STANDING
0.27621012,-0.021717916,-0.10999798,5,STANDING
0.27215386,-0.04063904,-0.12919814,5,STANDING
0.26787055,-0.043080676,-0.10881443,5,STANDING
0.28006618,-0.001744188,-0.086966844,5,STANDING
0.29104315,0.011952943,-0.11237442,5,STANDING
0.27744413,-0.007489371,-0.097290201,5,STANDING
0.27104657,-0.02892791,-0.099544286,5,STANDING
0.27842291,-0.034008141,-0.12692464,5,STANDING
0.2796143,-0.017273327,-0.11674932,5,STANDING
0.27747832,-0.011844156,-0.10321914,5,STANDING
0.27885819,-0.016145271,-0.12351788,5,STANDING
0.25801452,-0.035617422,0.018536139,5,STANDING
0.29085558,-0.027686407,-0.15301559,5,STANDING
0.27075287,-0.025916413,-0.11717607,5,STANDING
0.27557228,-0.041163451,-0.10899288,5,STANDING
0.28122147,-0.021499411,-0.11185166,5,STANDING
0.27728965,-0.01741019,-0.10154554,5,STANDING
0.2752805,-0.029077259,-0.10976919,5,STANDING
0.27752285,-0.015124218,-0.10891258,5,STANDING
0.27923502,-0.015757135,-0.10513174,5,STANDING
0.27780474,-0.022717661,-0.10833701,5,STANDING
0.27685163,-0.019942718,-0.11112532,5,STANDING
0.27552172,-0.017182409,-0.10699509,5,STANDING
0.27650887,-0.018460038,-0.10463638,5,STANDING
0.27863912,-0.017291488,-0.11026053,5,STANDING
0.27981178,-0.009228616,-0.1088586,5,STANDING
0.30689881,0.021220823,-0.12531156,5,STANDING
0.25819936,-0.036770204,-0.052105619,5,STANDING
0.27609198,-0.027421083,-0.11693319,5,STANDING
0.285449,-0.019743196,-0.14830886,5,STANDING
0.27710451,-0.018634693,-0.11742755,5,STANDING
0.27525603,-0.021566738,-0.10814773,5,STANDING
0.27567855,-0.023867839,-0.1050736,5,STANDING
0.27294612,-0.02620621,-0.097924231,5,STANDING
0.27739418,-0.018831636,-0.11294886,5,STANDING
0.27787396,-0.021116285,-0.11865174,5,STANDING
0.27716075,-0.019894245,-0.11100166,5,STANDING
0.27745213,-0.024159229,-0.094566985,5,STANDING
0.27053085,-0.020029902,-0.13885019,5,STANDING
0.2730532,-0.016826629,-0.12120737,5,STANDING
0.27327809,-0.021624075,-0.12746232,5,STANDING
0.27884544,-0.01878474,-0.11273869,5,STANDING
0.27498535,-0.016823289,-0.10932996,5,STANDING
0.27443304,-0.016553969,-0.10832238,5,STANDING
0.27580333,-0.019256971,-0.10907847,5,STANDING
0.27790054,-0.017920961,-0.11500356,5,STANDING
0.27901117,-0.01621176,-0.11040578,5,STANDING
0.27657739,-0.018165743,-0.10854743,5,STANDING
0.27822259,-0.015228927,-0.10647739,5,STANDING
0.27895577,-0.015977427,-0.10078917,5,STANDING
0.27800726,-0.018690608,-0.10781526,5,STANDING
0.27752325,-0.016059494,-0.11436953,5,STANDING
0.27805426,-0.016169844,-0.10242699,5,STANDING
0.27889218,-0.018997921,-0.1010509,5,STANDING
0.28005167,-0.017094664,-0.10649997,5,STANDING
0.27878243,-0.016035751,-0.10965279,5,STANDING
0.27709422,-0.014826141,-0.10867147,5,STANDING
0.6315101,0.096535787,0.18429074,5,STANDING
0.278532,-0.018794048,-0.126191,5,STANDING
0.26212848,-0.025578874,-0.11781121,5,STANDING
